,CBSACode,CBSATitle,geo_licode_n,geo_text,metro,mainmatch,matchtype,CSA,CSATitle,cbsa_nearest,cbsa_nearest_name,cbsa_nearest_distance
530,22280,"Fernley, NV","Reno, Nevada Area","Reno, Nevada Area",0,0,CSA Match,456.0,"Reno-Carson City-Fernley, NV",,,
531,23820,"Gardnerville Ranchos, NV","Reno, Nevada Area","Reno, Nevada Area",0,0,CSA Match,456.0,"Reno-Carson City-Fernley, NV",,,
532,21980,"Fallon, NV","Reno, Nevada Area","Reno, Nevada Area",0,0,Driving Distance,,,39900.0,"Reno, NV",155.47514
533,45000,"Susanville, CA","Reno, Nevada Area","Reno, Nevada Area",0,0,Driving Distance,,,39900.0,"Reno, NV",97.60499
534,15380,"Buffalo-Cheektowaga-Niagara Falls, NY","Buffalo/Niagara, New York Area","Buffalo/Niagara, New York Area",1,1,Main Match,160.0,"Buffalo-Cheektowaga, NY",,,
535,36460,"Olean, NY","Buffalo/Niagara, New York Area","Buffalo/Niagara, New York Area",0,0,CSA Match,160.0,"Buffalo-Cheektowaga, NY",,,
536,10580,"Albany-Schenectady-Troy, NY","Albany, New York Area","Albany, New York Area",1,1,Main Match,104.0,"Albany-Schenectady, NY",,,
537,11220,"Amsterdam, NY","Albany, New York Area","Albany, New York Area",0,0,Largest MSA within CSA,104.0,"Albany-Schenectady, NY",,,
538,24100,"Gloversville, NY","Albany, New York Area","Albany, New York Area",0,0,Largest MSA within CSA,104.0,"Albany-Schenectady, NY",,,
539,26460,"Hudson, NY","Albany, New York Area","Albany, New York Area",0,0,Largest MSA within CSA,104.0,"Albany-Schenectady, NY",,,
540,21300,"Elmira, NY","Elmira, New York Area","Elmira, New York Area",1,1,Main Match,236.0,"Elmira-Corning, NY",,,
541,18500,"Corning, NY","Elmira, New York Area","Elmira, New York Area",0,0,CSA Match,236.0,"Elmira-Corning, NY",,,
542,42380,"Sayre, PA","Elmira, New York Area","Elmira, New York Area",0,0,Driving Distance,,,21300.0,"Elmira, NY",38.570995
543,24020,"Glens Falls, NY","Glens Falls, New York Area","Glens Falls, New York Area",1,1,Main Match,104.0,"Albany-Schenectady, NY",,,
544,13540,"Bennington, VT","Glens Falls, New York Area","Glens Falls, New York Area",0,0,Driving Distance,,,24020.0,"Glens Falls, NY",57.522194
545,40860,"Rutland, VT","Glens Falls, New York Area","Glens Falls, New York Area",0,0,Driving Distance,,,24020.0,"Glens Falls, NY",46.33192
546,27460,"Jamestown-Dunkirk-Fredonia, NY","Jamestown, New York Area","Jamestown, New York Area",0,1,Main Match,,,,,
547,14620,"Bradford, PA","Jamestown, New York Area","Jamestown, New York Area",0,0,Driving Distance,,,27460.0,"Jamestown-Dunkirk-Fredonia, NY",83.450775
548,47620,"Warren, PA","Jamestown, New York Area","Jamestown, New York Area",0,0,Driving Distance,,,27460.0,"Jamestown-Dunkirk-Fredonia, NY",45.430935
549,40380,"Rochester, NY","Rochester, New York Area","Rochester, New York Area",1,1,Main Match,464.0,"Rochester-Batavia-Seneca Falls, NY",,,
550,12860,"Batavia, NY","Rochester, New York Area","Rochester, New York Area",0,0,CSA Match,464.0,"Rochester-Batavia-Seneca Falls, NY",,,
551,42900,"Seneca Falls, NY","Rochester, New York Area","Rochester, New York Area",0,0,CSA Match,464.0,"Rochester-Batavia-Seneca Falls, NY",,,
552,35620,"New York-Newark-Jersey City, NY-NJ-PA",Greater New York City Area,Greater New York City Area,1,1,Main Match,408.0,"New York-Newark, NY-NJ-CT-PA",,,
553,14860,"Bridgeport-Stamford-Norwalk, CT",Greater New York City Area,Greater New York City Area,1,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
554,20700,"East Stroudsburg, PA",Greater New York City Area,Greater New York City Area,1,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
555,28740,"Kingston, NY",Greater New York City Area,Greater New York City Area,1,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
556,35300,"New Haven-Milford, CT",Greater New York City Area,Greater New York City Area,1,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
557,45940,"Trenton, NJ",Greater New York City Area,Greater New York City Area,1,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
558,45860,"Torrington, CT",Greater New York City Area,Greater New York City Area,0,0,Largest MSA within CSA,408.0,"New York-Newark, NY-NJ-CT-PA",,,
559,45060,"Syracuse, NY","Syracuse, New York Area","Syracuse, New York Area",1,1,Main Match,532.0,"Syracuse-Auburn, NY",,,
560,12180,"Auburn, NY","Syracuse, New York Area","Syracuse, New York Area",0,0,CSA Match,532.0,"Syracuse-Auburn, NY",,,
561,48060,"Watertown-Fort Drum, NY","Syracuse, New York Area","Syracuse, New York Area",1,0,Driving Distance,,,45060.0,"Syracuse, NY",62.288113
562,46540,"Utica-Rome, NY","Utica, New York Area","Utica, New York Area",1,1,Main Match,,,,,
563,36300,"Ogdensburg-Massena, NY","Utica, New York Area","Utica, New York Area",0,0,Driving Distance,,,46540.0,"Utica-Rome, NY",100.98276
564,36580,"Oneonta, NY","Utica, New York Area","Utica, New York Area",0,0,Driving Distance,,,46540.0,"Utica-Rome, NY",62.58202
565,27060,"Ithaca, NY","Ithaca, New York Area","Ithaca, New York Area",1,1,Main Match,296.0,"Ithaca-Cortland, NY",,,
566,18660,"Cortland, NY","Ithaca, New York Area","Ithaca, New York Area",0,0,CSA Match,296.0,"Ithaca-Cortland, NY",,,
567,13780,"Binghamton, NY","Ithaca, New York Area","Ithaca, New York Area",1,0,Driving Distance,,,27060.0,"Ithaca, NY",43.840843
568,15940,"Canton-Massillon, OH","Canton, Ohio Area","Canton, Ohio Area",1,1,Main Match,184.0,"Cleveland-Akron-Canton, OH",,,
569,18140,"Columbus, OH","Columbus, Ohio Area","Columbus, Ohio Area",1,1,Main Match,198.0,"Columbus-Marion-Zanesville, OH",,,
570,13340,"Bellefontaine, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
571,15740,"Cambridge, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
572,17060,"Chillicothe, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
573,32020,"Marion, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
574,34540,"Mount Vernon, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
575,47920,"Washington Court House, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
576,49780,"Zanesville, OH","Columbus, Ohio Area","Columbus, Ohio Area",0,0,CSA Match,198.0,"Columbus-Marion-Zanesville, OH",,,
577,19380,"Dayton, OH","Dayton, Ohio Area","Dayton, Ohio Area",1,1,Main Match,212.0,"Dayton-Springfield-Sidney, OH",,,
578,44220,"Springfield, OH","Dayton, Ohio Area","Dayton, Ohio Area",1,0,CSA Match,212.0,"Dayton-Springfield-Sidney, OH",,,
579,24820,"Greenville, OH","Dayton, Ohio Area","Dayton, Ohio Area",0,0,CSA Match,212.0,"Dayton-Springfield-Sidney, OH",,,
580,43380,"Sidney, OH","Dayton, Ohio Area","Dayton, Ohio Area",0,0,CSA Match,212.0,"Dayton-Springfield-Sidney, OH",,,
581,46500,"Urbana, OH","Dayton, Ohio Area","Dayton, Ohio Area",0,0,CSA Match,212.0,"Dayton-Springfield-Sidney, OH",,,
582,17140,"Cincinnati, OH-KY-IN","Cincinnati, Ohio Area","Cincinnati, Ohio Area",1,1,Main Match,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",,,
583,32500,"Maysville, KY","Cincinnati, Ohio Area","Cincinnati, Ohio Area",0,0,CSA Match,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",,,
584,48940,"Wilmington, OH","Cincinnati, Ohio Area","Cincinnati, Ohio Area",0,0,CSA Match,178.0,"Cincinnati-Wilmington-Maysville, OH-KY-IN",,,
585,10420,"Akron, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",1,1,Main Match,184.0,"Cleveland-Akron-Canton, OH",,,
586,17460,"Cleveland-Elyria, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",1,1,Main Match,184.0,"Cleveland-Akron-Canton, OH",,,
587,11780,"Ashtabula, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",0,0,Largest MSA within CSA,184.0,"Cleveland-Akron-Canton, OH",,,
588,35420,"New Philadelphia-Dover, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",0,0,Largest MSA within CSA,184.0,"Cleveland-Akron-Canton, OH",,,
589,35940,"Norwalk, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",0,0,Largest MSA within CSA,184.0,"Cleveland-Akron-Canton, OH",,,
590,41780,"Sandusky, OH","Cleveland/Akron, Ohio Area","Cleveland/Akron, Ohio Area",0,0,Largest MSA within CSA,184.0,"Cleveland-Akron-Canton, OH",,,
591,30620,"Lima, OH","Lima, Ohio Area","Lima, Ohio Area",1,1,Main Match,338.0,"Lima-Van Wert-Celina, OH",,,
592,16380,"Celina, OH","Lima, Ohio Area","Lima, Ohio Area",0,0,CSA Match,338.0,"Lima-Van Wert-Celina, OH",,,
593,46780,"Van Wert, OH","Lima, Ohio Area","Lima, Ohio Area",0,0,CSA Match,338.0,"Lima-Van Wert-Celina, OH",,,
594,47540,"Wapakoneta, OH","Lima, Ohio Area","Lima, Ohio Area",0,0,CSA Match,338.0,"Lima-Van Wert-Celina, OH",,,
595,22300,"Findlay, OH","Lima, Ohio Area","Lima, Ohio Area",0,0,Driving Distance,248.0,"Findlay-Tiffin, OH",30620.0,"Lima, OH",31.317108
596,31900,"Mansfield, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",1,1,Main Match,360.0,"Mansfield-Ashland-Bucyrus, OH",,,
597,11740,"Ashland, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",0,0,CSA Match,360.0,"Mansfield-Ashland-Bucyrus, OH",,,
598,15340,"Bucyrus, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",0,0,CSA Match,360.0,"Mansfield-Ashland-Bucyrus, OH",,,
599,18740,"Coshocton, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",0,0,Driving Distance,,,31900.0,"Mansfield, OH",63.944687
600,45660,"Tiffin, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",0,0,Driving Distance,248.0,"Findlay-Tiffin, OH",31900.0,"Mansfield, OH",56.74051
601,49300,"Wooster, OH","Mansfield, Ohio Area","Mansfield, Ohio Area",0,0,Driving Distance,,,31900.0,"Mansfield, OH",39.369457
602,48260,"Weirton-Steubenville, WV-OH","Steubenville, Ohio Area","Steubenville, Ohio Area",1,1,Main Match,430.0,"Pittsburgh-New Castle-Weirton, PA-OH-WV",,,
603,45780,"Toledo, OH","Toledo, Ohio Area","Toledo, Ohio Area",1,1,Main Match,534.0,"Toledo-Port Clinton, OH",,,
604,38840,"Port Clinton, OH","Toledo, Ohio Area","Toledo, Ohio Area",0,0,CSA Match,534.0,"Toledo-Port Clinton, OH",,,
605,19580,"Defiance, OH","Toledo, Ohio Area","Toledo, Ohio Area",0,0,Driving Distance,,,45780.0,"Toledo, OH",49.082733
606,23380,"Fremont, OH","Toledo, Ohio Area","Toledo, Ohio Area",0,0,Driving Distance,,,45780.0,"Toledo, OH",40.28287
607,49660,"Youngstown-Warren-Boardman, OH-PA","Youngstown/Sharon Combined, OH-PA Area","Youngstown/Sharon Combined, OH-PA Area",1,1,Main Match,566.0,"Youngstown-Warren, OH-PA",,,
608,41400,"Salem, OH","Youngstown/Sharon Combined, OH-PA Area","Youngstown/Sharon Combined, OH-PA Area",0,0,CSA Match,566.0,"Youngstown-Warren, OH-PA",,,
609,36340,"Oil City, PA","Youngstown/Sharon Combined, OH-PA Area","Youngstown/Sharon Combined, OH-PA Area",0,0,Driving Distance,,,49660.0,"Youngstown-Warren-Boardman, OH-PA",58.2579
610,21420,"Enid, OK","Enid, Oklahoma Area","Enid, Oklahoma Area",0,1,Main Match,,,,,
611,38620,"Ponca City, OK","Enid, Oklahoma Area","Enid, Oklahoma Area",0,0,Driving Distance,,,21420.0,"Enid, OK",67.021095
612,49260,"Woodward, OK","Enid, Oklahoma Area","Enid, Oklahoma Area",0,0,Driving Distance,,,21420.0,"Enid, OK",87.52138
613,30020,"Lawton, OK","Lawton, Oklahoma Area","Lawton, Oklahoma Area",1,1,Main Match,,,,,
614,11060,"Altus, OK","Lawton, Oklahoma Area","Lawton, Oklahoma Area",0,0,Driving Distance,,,30020.0,"Lawton, OK",69.29532
615,20340,"Duncan, OK","Lawton, Oklahoma Area","Lawton, Oklahoma Area",0,0,Driving Distance,,,30020.0,"Lawton, OK",47.116093
616,21120,"Elk City, OK","Lawton, Oklahoma Area","Lawton, Oklahoma Area",0,0,Driving Distance,,,30020.0,"Lawton, OK",118.63964
617,36420,"Oklahoma City, OK","Oklahoma City, Oklahoma Area","Oklahoma City, Oklahoma Area",1,1,Main Match,416.0,"Oklahoma City-Shawnee, OK",,,
618,43060,"Shawnee, OK","Oklahoma City, Oklahoma Area","Oklahoma City, Oklahoma Area",0,0,CSA Match,416.0,"Oklahoma City-Shawnee, OK",,,
619,10220,"Ada, OK","Oklahoma City, Oklahoma Area","Oklahoma City, Oklahoma Area",0,0,Driving Distance,,,36420.0,"Oklahoma City, OK",88.61934
620,48220,"Weatherford, OK","Oklahoma City, Oklahoma Area","Oklahoma City, Oklahoma Area",0,0,Driving Distance,,,36420.0,"Oklahoma City, OK",97.04016
621,46140,"Tulsa, OK","Tulsa, Oklahoma Area","Tulsa, Oklahoma Area",1,1,Main Match,538.0,"Tulsa-Muskogee-Bartlesville, OK",,,
